ID;Art;From;To;Length;Source;Target;ToblerSum;Weight
522777;land;NULL;NULL;5115;6687;5121;307.5046508;32.51983336
522779;land;NULL;NULL;4487;5121;2063;277.0510576;36.09442998
522781;land;NULL;NULL;6607;2757;2063;400.65637;24.95904408
522783;land;NULL;NULL;3939;3473;1407;235.7581827;42.41634324
522785;land;NULL;NULL;11900;1407;317;725.0592256;13.79197677
522787;land;NULL;NULL;4148;2623;10991;243.0450827;41.14462999
522789;land;NULL;NULL;8442;10991;5538;512.3751488;19.51694969
522791;land;NULL;NULL;6177;5538;8619;377.6178289;26.48180047
522793;land;NULL;NULL;2890;8619;7802;175.8681703;56.86077239
522795;land;NULL;NULL;7587;7802;3778;464.1702481;21.54381941
522797;land;NULL;NULL;4232;3778;4955;285.6033717;35.01359224
522799;land;NULL;NULL;8948;10991;7435;535.8540093;18.66179935
522801;land;NULL;NULL;11926;4955;3809;722.9182996;13.83282178
522803;land;NULL;NULL;10788;3809;3786;643.5574567;15.53862813
522805;land;NULL;NULL;7789;3786;5537;472.2737585;21.17415973
522807;land;NULL;NULL;4545;5537;10993;278.7168691;35.87870384
522809;land;NULL;NULL;6422;7435;10993;391.8282095;25.5213886
522811;land;NULL;NULL;435;10993;317;26.83682208;372.6223608
522813;land;NULL;NULL;8430;317;7465;531.5032893;18.81455901
522815;land;NULL;NULL;15483;7465;6493;957.4459178;10.44445416
522817;land;NULL;NULL;12310;6493;1864;735.5522;13.59522818
522819;land;NULL;NULL;6223;1864;4784;361.317857;27.67646217
522821;land;NULL;NULL;9835;4784;6361;608.339456;16.43819072
522823;land;NULL;NULL;8346;6361;10994;504.8114761;19.80937533
522825;land;NULL;NULL;4901;10994;8139;301.6925165;33.14633096
522827;land;NULL;NULL;7020;8139;8654;410.2003584;24.37833072
522829;land;NULL;NULL;7270;8654;8883;455.7762949;21.94058821
522831;land;NULL;NULL;11947;8883;3696;707.822347;14.12783877
522833;land;NULL;NULL;5447;3696;4714;339.5406712;29.45155278
522835;land;NULL;NULL;3542;4714;11003;220.2792651;45.39691919
522837;land;NULL;NULL;2843;11003;1729;175.1295566;57.10058424
522839;land;NULL;NULL;9175;1729;221;554.3528827;18.03905114
522841;land;NULL;NULL;2666;221;4782;159.0315262;62.88061393
522843;land;NULL;NULL;3374;4782;5529;204.4107284;48.92111132
522845;land;NULL;NULL;4633;5529;4238;279.0514795;35.83568171
522847;land;NULL;NULL;8290;4238;5308;499.797227;20.00811421
522849;land;NULL;NULL;9187;5308;1800;555.4711711;18.00273447
522851;land;NULL;NULL;1567;1800;11002;96.23566072;103.9115846
522853;land;NULL;NULL;3136;11002;2741;190.5833937;52.47046872
522855;land;NULL;NULL;22599;4955;2808;1379.812667;7.247360632
522857;land;NULL;NULL;545;2808;10998;36.7546179;272.0746554
522859;land;NULL;NULL;7767;10998;4141;471.9029135;21.19079945
522861;land;NULL;NULL;11908;4141;10995;709.4477336;14.09547106
522863;land;NULL;NULL;5931;10995;3910;369.3192713;27.0768432
522865;land;NULL;NULL;9253;3910;10998;562.3294743;17.78316887
522867;land;NULL;NULL;782;10995;7625;43.33188026;230.7769693
522869;land;NULL;NULL;369;7625;10996;22.23718366;449.6972348
522871;land;NULL;NULL;5918;10996;8321;355.1104278;28.16025443
522873;land;NULL;NULL;4124;8321;893;268.7847479;37.20449199
522875;land;NULL;NULL;3504;893;5226;215.2456255;46.4585516
522877;land;NULL;NULL;9219;5226;10994;550.7208548;18.15801946
522879;land;NULL;NULL;7265;10996;10999;450.4640512;22.19932972
522881;land;NULL;NULL;294;10999;2664;16.90509788;591.5375393
522883;land;NULL;NULL;3257;10999;8795;197.5594452;50.61767607
522885;land;NULL;NULL;4531;8795;7924;276.7557137;36.13294868
522887;land;NULL;NULL;7036;7924;7144;429.2083987;23.29870532
522889;land;NULL;NULL;8564;7144;2147;511.9289423;19.53396101
522891;land;NULL;NULL;5269;2147;341;318.4918535;31.39797735
522893;land;NULL;NULL;5219;341;7143;316.0147326;31.6440943
522895;land;NULL;NULL;2591;7143;84;156.7879707;63.78040329
522897;land;NULL;NULL;5420;84;7899;324.4856332;30.81800541
522899;land;NULL;NULL;5665;7899;5271;344.4983409;29.02771599
522901;land;NULL;NULL;3631;5271;1827;216.8013575;46.12517244
522903;land;NULL;NULL;3443;1827;8401;205.0572056;48.76687932
522905;land;NULL;NULL;3747;8401;8476;223.5286191;44.73700074
522907;land;NULL;NULL;3130;8476;4368;186.7693584;53.5419733
522909;land;NULL;NULL;10091;4368;4458;616.1444166;16.22996124
522911;land;NULL;NULL;5309;4458;4783;315.9517701;31.6504003
522913;land;NULL;NULL;4707;2741;6178;282.2750673;35.42643739
522915;land;NULL;NULL;6728;11002;11000;405.191742;24.67967376
522917;land;NULL;NULL;5552;11000;8451;335.7372733;29.78519454
522919;land;NULL;NULL;5140;8451;4783;312.497498;32.00025621
522921;land;NULL;NULL;713;11000;4252;43.41956601;230.3109155
522923;land;NULL;NULL;6257;4252;7100;375.9819628;26.59702057
522925;land;NULL;NULL;4165;6178;7979;248.1226019;40.30265652
522927;land;NULL;NULL;4091;7979;1133;244.9216669;40.82938078
522929;land;NULL;NULL;1039;7100;11001;61.87764476;161.6092538
522931;land;NULL;NULL;323;11001;3057;19.33149515;517.2905626
522933;land;NULL;NULL;2412;11001;1133;143.4581483;69.70674108
522935;land;NULL;NULL;4785;1133;2058;284.9916008;35.0887534
522937;land;NULL;NULL;8021;2058;5492;485.3989813;20.60160895
522939;land;NULL;NULL;5673;5492;1068;341.1033626;29.31662686
522941;land;NULL;NULL;6249;1068;7650;377.0937781;26.51860248
522943;land;NULL;NULL;6372;7650;1831;381.2302221;26.23086896
522945;land;NULL;NULL;6979;1831;389;421.1317356;23.74553888
522947;land;NULL;NULL;7512;389;1973;451.8341936;22.13201245
522949;land;NULL;NULL;6723;1973;5303;406.1496538;24.62146626
522951;land;NULL;NULL;11708;9468;403;707.3869419;14.13653463
522953;land;NULL;NULL;4514;403;2771;272.2968183;36.72463036
522955;land;NULL;NULL;5074;2771;968;309.5321241;32.30682446
522957;land;NULL;NULL;3371;968;473;202.7511083;49.3215553
522959;land;NULL;NULL;4611;473;6295;281.3351787;35.54479055
522961;land;NULL;NULL;9244;6295;1661;564.5710231;17.71256333
522963;land;NULL;NULL;4367;1661;1949;262.4625699;38.1006709
522965;land;NULL;NULL;3029;1949;5915;184.9455255;54.06997532
522967;land;NULL;NULL;9036;5915;4788;550.5566427;18.16343537
522969;land;NULL;NULL;2774;4788;1835;166.4182609;60.08955955
522971;land;NULL;NULL;5920;9468;5303;358.9269067;27.86082574
522973;land;NULL;NULL;10202;1835;5520;613.8812509;16.28979544
522975;land;NULL;NULL;3960;5520;149;238.3619874;41.95299809
522977;land;NULL;NULL;2972;149;7779;182.5405463;54.78234946
522979;land;NULL;NULL;4660;7779;969;279.1225671;35.82655499
522981;land;NULL;NULL;2653;969;4956;159.3142068;62.76904114
522983;land;NULL;NULL;2259;4956;6505;136.644261;73.18272957
522985;land;NULL;NULL;616;968;11038;36.93150979;270.7714918
522987;land;NULL;NULL;13122;6275;3507;800.6554557;12.48976689
522989;land;NULL;NULL;1782;3507;2225;106.6172368;93.79346433
522991;land;NULL;NULL;16521;2225;1238;1001.808664;9.981946009
522993;land;NULL;NULL;4677;11038;6275;283.6788848;35.2511256
522995;land;NULL;NULL;11554;11038;1660;701.3018658;14.25919492
522997;land;NULL;NULL;4988;1660;7325;304.2988826;32.8624276
522999;land;NULL;NULL;6927;7325;4422;416.6236071;24.00248049
523001;land;NULL;NULL;8355;4422;3082;505.2403491;19.79256015
523003;land;NULL;NULL;1461;3082;8771;86.26296854;115.9245986
523005;land;NULL;NULL;2337;8771;6305;141.7678162;70.53787151
523007;land;NULL;NULL;12374;6305;4077;750.2331971;13.3291889
523009;land;NULL;NULL;5695;4077;7922;345.6219244;28.93334969
523011;land;NULL;NULL;2505;7922;8775;157.1910966;63.61683463
523013;land;NULL;NULL;5453;8775;7403;327.0301826;30.57821734
523015;land;NULL;NULL;10628;7403;5458;650.3073676;15.37734385
523017;land;NULL;NULL;1083;5492;11039;65.63404968;152.359942
523019;land;NULL;NULL;2892;11039;2992;175.4022684;57.01180543
523021;land;NULL;NULL;7570;2992;2985;459.8510133;21.74617368
523023;land;NULL;NULL;3265;2985;2612;201.0811728;49.73116011
523025;land;NULL;NULL;2425;2612;9469;143.0232994;69.91867789
523027;land;NULL;NULL;3007;9469;1978;179.3223007;55.7655125
523029;land;NULL;NULL;7529;1978;2372;464.2872299;21.53839123
523031;land;NULL;NULL;13503;2372;437;816.6867622;12.24459666
523033;land;NULL;NULL;8612;437;6085;517.9928513;19.30528573
523035;land;NULL;NULL;26757;6085;479;1610.187323;6.210457538
523037;land;NULL;NULL;5786;2372;3058;353.5545051;28.28418209
523039;land;NULL;NULL;6448;3058;11040;387.4847818;25.80746514
523041;land;NULL;NULL;2252;11040;4089;135.5049559;73.79803887
523043;land;NULL;NULL;2491;11040;619;149.5646695;66.86071002
523045;land;NULL;NULL;2473;619;620;147.3266476;67.87638328
523047;land;NULL;NULL;2149;620;4089;132.3105851;75.57974284
523049;land;NULL;NULL;1477;620;8265;88.60307688;112.8628977
523051;land;NULL;NULL;2839;8265;1021;171.1717285;58.42086242
523053;land;NULL;NULL;4090;1021;5232;247.1270085;40.46502267
523055;land;NULL;NULL;3264;5232;5868;195.0883261;51.25883336
523057;land;NULL;NULL;5508;5868;8803;337.7334237;29.60915118
523059;land;NULL;NULL;3721;8803;6911;224.3640934;44.57041163
523061;land;NULL;NULL;5087;6911;1256;306.0809263;32.6710982
523063;land;NULL;NULL;7173;1256;8585;429.5188305;23.28186634
523065;land;NULL;NULL;2072;8585;5528;123.824735;80.75930873
523067;land;NULL;NULL;3255;5528;479;192.6669072;51.9030494
523069;land;NULL;NULL;1839;479;6736;112.8452344;88.61694561
523071;land;NULL;NULL;3830;6736;678;231.4847537;43.19938934
523073;land;NULL;NULL;3845;678;11041;234.8011373;42.58923152
523075;land;NULL;NULL;765;11041;534;46.17701431;216.5579596
523077;land;NULL;NULL;5760;11041;590;352.9915018;28.3292939
523079;land;NULL;NULL;8892;590;2131;539.5495423;18.53397921
523081;land;NULL;NULL;5591;2131;2027;339.118178;29.48824525
523083;land;NULL;NULL;4225;2027;5123;253.0337522;39.52041936
523085;land;NULL;NULL;2584;5123;5105;154.5362509;64.70973602
523087;land;NULL;NULL;1189;5105;6874;73.90519952;135.3084771
523089;land;NULL;NULL;4093;6874;6386;246.4907476;40.5694741
523091;land;NULL;NULL;973;6386;8269;59.67091398;167.5858359
523093;land;NULL;NULL;3593;8269;3936;214.9151428;46.52999258
523095;land;NULL;NULL;2834;3936;5948;170.6170553;58.61078767
523097;land;NULL;NULL;4791;5948;11084;284.9593179;35.09272858
523099;land;NULL;NULL;687;3090;11042;40.62486417;246.1546692
523101;land;NULL;NULL;2449;11039;6742;148.9308514;67.14525505
523103;land;NULL;NULL;1431;6742;1832;85.28301863;117.2566375
523105;land;NULL;NULL;8159;1832;6583;492.458198;20.30629207
523107;land;NULL;NULL;3661;6583;4283;221.3114919;45.18518182
523109;land;NULL;NULL;7252;4283;6338;437.4879962;22.85777001
523111;land;NULL;NULL;2699;6338;231;162.8089651;61.42167905
523113;land;NULL;NULL;1447;231;2994;86.72347397;115.3090339
523115;land;NULL;NULL;4239;2994;3123;257.4649647;38.84023604
523117;land;NULL;NULL;2430;3123;6042;147.9219037;67.60324031
523119;land;NULL;NULL;3078;6042;2831;188.4381317;53.06781546
523121;land;NULL;NULL;1552;2831;8266;94.02324934;106.3566732
523123;land;NULL;NULL;12621;8266;7542;757.6942831;13.19793513
523125;land;NULL;NULL;6654;7542;2746;397.7448449;25.14174634
523127;land;NULL;NULL;5936;2746;2123;358.9622619;27.85808164
523129;land;NULL;NULL;5653;2123;3073;341.1356454;29.31385253
523131;land;NULL;NULL;4198;3073;6912;251.2542169;39.80032704
523133;land;NULL;NULL;12336;6912;8332;738.8411958;13.53470821
523135;land;NULL;NULL;15438;8332;5532;941.7646057;10.61836465
523137;land;NULL;NULL;2765;5532;8053;167.8979197;59.5599994
523139;land;NULL;NULL;12634;8053;8131;756.8471391;13.21270767
523141;land;NULL;NULL;15869;8131;5918;964.8191912;10.36463629
523143;land;NULL;NULL;9190;5918;5316;544.1510178;18.3772513
523145;land;NULL;NULL;18545;5316;11067;1115.302881;8.966174278
523147;land;NULL;NULL;4439;3700;11066;268.9249094;37.18510131
523149;land;NULL;NULL;797;11067;3700;48.10062245;207.8975176
523151;land;NULL;NULL;5185;11067;11065;318.4421181;31.40288119
523153;land;NULL;NULL;3013;11065;4946;177.4437278;56.35589449
523155;land;NULL;NULL;4952;4946;4938;298.2346227;33.53064748
523157;land;NULL;NULL;940;11066;4938;56.38175486;177.3623404
523159;land;NULL;NULL;3602;11065;3151;213.8859133;46.75389718
523161;land;NULL;NULL;12207;3151;7731;736.8499191;13.57128466
523163;land;NULL;NULL;7030;7731;7593;424.3376361;23.56613967
523165;land;NULL;NULL;4556;7593;1994;277.5093999;36.03481541
523167;land;NULL;NULL;3395;1994;7690;205.1358312;48.74818769
523169;land;NULL;NULL;4395;7690;8522;271.0220893;36.89736148
523171;land;NULL;NULL;3619;8522;432;216.0355596;46.2886759
523173;land;NULL;NULL;4073;432;3126;244.1020221;40.96647752
523175;land;NULL;NULL;6063;3126;5986;364.3419432;27.44674388
523177;land;NULL;NULL;7075;5986;6162;423.1118969;23.63440989
523179;land;NULL;NULL;6439;6162;5309;382.6405309;26.13418912
523181;land;NULL;NULL;7040;5309;8264;422.1438541;23.68860734
523183;land;NULL;NULL;15586;8264;3867;943.0173529;10.60425873
523185;land;NULL;NULL;8097;3867;3073;485.5695807;20.59437081
523187;land;NULL;NULL;11464;5986;7729;689.1996844;14.50958297
523189;land;NULL;NULL;10961;7729;4977;659.5590052;15.16164577
523191;land;NULL;NULL;7535;4977;8147;452.8118071;22.08422979
523193;land;NULL;NULL;3134;8147;3263;190.68784;52.44172886
523195;land;NULL;NULL;3229;3263;2913;196.1810339;50.97332704
523197;land;NULL;NULL;3879;2913;1687;231.690259;43.16107221
523199;land;NULL;NULL;9389;1687;4140;564.2934108;17.72127728
523201;land;NULL;NULL;4116;4140;3912;248.4825256;40.24427866
523203;land;NULL;NULL;4777;3912;6792;287.0393105;34.83843374
523205;land;NULL;NULL;3462;6792;7681;207.4884605;48.19545132
523207;land;NULL;NULL;3903;7681;1896;235.2069678;42.51574727
523209;land;NULL;NULL;5943;1896;229;359.8788757;27.78712694
523211;land;NULL;NULL;3240;229;1752;197.6982492;50.58213737
523213;land;NULL;NULL;6512;1752;11068;387.257809;25.82259096
523215;land;NULL;NULL;458;11068;3369;28.83035004;346.8566974
523217;land;NULL;NULL;11018;11068;11069;671.2529937;14.8975127
523219;land;NULL;NULL;433;11069;2043;26.33402865;379.7368087
523221;land;NULL;NULL;5887;11066;7243;357.5455488;27.96846453
523223;land;NULL;NULL;5867;7243;7911;350.4937743;28.53117725
523225;land;NULL;NULL;7945;7911;4008;474.2854668;21.08434835
523227;land;NULL;NULL;9398;4008;5937;562.0947568;17.7905947
523229;land;NULL;NULL;6344;5937;3243;389.8963862;25.64783966
523231;land;NULL;NULL;2095;3243;4180;124.7418369;80.16556632
523233;land;NULL;NULL;2738;4180;1744;165.4143722;60.45423905
523235;land;NULL;NULL;6213;1744;6499;373.0576805;26.80550628
523237;land;NULL;NULL;11692;6499;4812;709.9225253;14.0860441
523239;land;NULL;NULL;10266;4812;1182;613.0826512;16.31101448
523241;land;NULL;NULL;5280;1182;615;318.7686658;31.37071197
523243;land;NULL;NULL;7532;615;8735;446.2209377;22.41042308
523245;land;NULL;NULL;4983;8735;5995;300.2105831;33.30995163
523247;land;NULL;NULL;4140;5995;551;247.8396243;40.34867318
523249;land;NULL;NULL;4714;551;8088;292.925481;34.13837528
523251;land;NULL;NULL;2646;8088;4538;162.8789141;61.39530128
523253;land;NULL;NULL;5144;4538;3203;312.8046739;31.96883178
523255;land;NULL;NULL;1596;3203;1638;94.97202302;105.2941664
523257;land;NULL;NULL;8291;1638;11071;495.912064;20.16486536
523259;land;NULL;NULL;17317;3892;6092;1034.87955;9.662960294
523261;land;NULL;NULL;6337;6092;8102;382.1820864;26.16553825
523263;land;NULL;NULL;1295;8102;6761;84.70656333;118.0546065
523265;land;NULL;NULL;2760;6761;2120;172.1872928;58.07629494
523267;land;NULL;NULL;2838;2120;8030;168.2085887;59.44999646
523269;land;NULL;NULL;4658;8030;1572;279.5110162;35.77676521
523271;land;NULL;NULL;2208;2120;6780;131.8699476;75.83228919
523273;land;NULL;NULL;3210;6780;6229;189.8221502;52.68089098
523275;land;NULL;NULL;6144;11070;7080;381.8590199;26.18767524
523277;land;NULL;NULL;9069;7080;7853;556.4038454;17.97255731
523279;land;NULL;NULL;5872;11071;11070;344.7197289;29.00907364
523281;land;NULL;NULL;3542;11071;6641;216.9434794;46.09495536
523283;land;NULL;NULL;4229;6641;2617;256.9875821;38.91238603
523285;land;NULL;NULL;2246;2617;7479;134.1078496;74.56685069
523287;land;NULL;NULL;5658;7479;7371;338.1622535;29.57160327
523289;land;NULL;NULL;3030;7371;926;182.0804287;54.92078459
523291;land;NULL;NULL;4181;926;3844;253.7612669;39.40711725
523293;land;NULL;NULL;4411;3844;6867;265.7644034;37.62731153
523295;land;NULL;NULL;5597;6867;11072;340.109305;29.40231229
523297;land;NULL;NULL;545;11072;4170;31.84677216;314.0035653
523299;land;NULL;NULL;2519;11072;8279;153.1973959;65.275261
523301;land;NULL;NULL;1544;8279;11073;95.11949286;105.1309222
523303;land;NULL;NULL;566;11073;3204;34.47366825;290.0764702
523305;land;NULL;NULL;1455;11073;11074;85.57052363;116.8626716
523307;land;NULL;NULL;741;11074;3205;46.56518798;214.7527033
523309;land;NULL;NULL;3301;11074;3446;202.9509997;49.27297728
523311;land;NULL;NULL;6839;3446;1191;407.0580552;24.56652036
523313;land;NULL;NULL;4289;1191;4285;250.8573688;39.86328984
523315;land;NULL;NULL;342;4285;11101;20.11231049;497.2079169
523317;land;NULL;NULL;6365;11069;6474;384.4742689;26.00954292
523319;land;NULL;NULL;3442;6474;4266;215.8005132;46.33909277
523321;land;NULL;NULL;4181;4266;2982;253.9301008;39.38091612
523323;land;NULL;NULL;2993;2982;5640;178.3084082;56.08260486
523325;land;NULL;NULL;2489;5640;6663;145.9186747;68.53132417
523327;land;NULL;NULL;8168;6663;6222;486.2993201;20.56346696
523329;land;NULL;NULL;3635;6222;4802;220.3060089;45.39140829
523331;land;NULL;NULL;2303;4802;5394;137.4058937;72.77708203
523333;land;NULL;NULL;2349;5394;6128;141.5897673;70.62657273
523335;land;NULL;NULL;3549;6128;6179;213.6383192;46.80808217
523337;land;NULL;NULL;3072;6179;6001;183.0600239;54.62689116
523339;land;NULL;NULL;4696;6001;6789;284.3778179;35.16448672
523341;land;NULL;NULL;5893;6789;6352;350.5540195;28.52627396
523343;land;NULL;NULL;4038;6352;11075;239.5575867;41.74361637
523345;land;NULL;NULL;538;11075;11076;30.97210359;322.8711919
523347;land;NULL;NULL;307;11076;6669;17.39804028;574.7773795
523349;land;NULL;NULL;2684;11075;4415;159.3170571;62.76791814
523351;land;NULL;NULL;6831;4415;11078;421.7626897;23.71001571
523353;land;NULL;NULL;399;6105;11078;23.49817377;425.5649864
523355;land;NULL;NULL;4609;11078;11079;279.6106921;35.76401148
523357;land;NULL;NULL;258;11079;6018;15.88588521;629.4896298
523359;land;NULL;NULL;4731;11079;6208;289.3396503;34.56145741
523361;land;NULL;NULL;1318;6208;11080;77.85100841;128.4504877
523363;land;NULL;NULL;578;11080;7052;34.25162071;291.9569875
523365;land;NULL;NULL;2371;11080;3457;140.8286119;71.00829769
523367;land;NULL;NULL;7943;3457;3827;480.8425882;20.79682675
523369;land;NULL;NULL;7959;3827;8622;486.9591187;20.53560477
523371;land;NULL;NULL;4026;8622;8210;250.4538051;39.92752275
523373;land;NULL;NULL;10829;8210;6863;651.5125865;15.34889764
523375;land;NULL;NULL;3678;6863;11069;223.1736953;44.80814813
523377;land;NULL;NULL;11145;11042;4993;678.4369561;14.73976308
523379;land;NULL;NULL;2846;11042;2748;174.6899539;57.24427636
523381;land;NULL;NULL;6416;5264;11084;382.8978731;26.11662457
523383;land;NULL;NULL;1159;11084;3090;70.87302567;141.0974049
523385;land;NULL;NULL;4925;6669;7861;292.2339959;34.21915363
523387;land;NULL;NULL;1989;7861;7077;122.0278005;81.94853923
523389;land;NULL;NULL;6745;7077;6077;401.9093413;24.88123309
523391;land;NULL;NULL;24227;6077;3905;1488.756179;6.71701662
523393;land;NULL;NULL;6069;3905;1508;381.5718967;26.2073808
523395;land;NULL;NULL;2942;1508;4066;184.4718237;54.20882061
523397;land;NULL;NULL;7337;3905;5966;460.2521391;21.72722113
523399;land;NULL;NULL;4422;5966;585;275.0243033;36.36042299
523401;land;NULL;NULL;5524;585;3499;330.4204436;30.26447121
523403;land;NULL;NULL;2858;3499;6580;175.134725;57.09889916
523405;land;NULL;NULL;9323;6580;8816;560.196246;17.8508872
523407;land;NULL;NULL;2825;8816;4293;166.5519754;60.0413173
523409;land;NULL;NULL;6513;4293;2930;397.6253835;25.14929985
523411;land;NULL;NULL;2348;2930;4289;142.7678675;70.0437723
523413;land;NULL;NULL;2215;4289;4753;135.1425289;73.99595138
523415;land;NULL;NULL;11413;4753;6355;693.308762;14.42358809
523417;land;NULL;NULL;6675;6355;7034;405.7270283;24.64711321
523419;land;NULL;NULL;1564;7034;5234;94.76674067;105.5222532
523421;land;NULL;NULL;3266;5234;4066;194.035456;51.53697271
523423;land;NULL;NULL;5349;2930;3155;319.5211673;31.29683109
523425;land;NULL;NULL;3469;3155;8835;202.1230436;49.47481407
523427;land;NULL;NULL;3044;8835;2316;187.1713776;53.42697227
523429;land;NULL;NULL;11845;2316;11098;705.3976324;14.17640142
523431;land;NULL;NULL;5216;924;11099;312.5568917;31.99417535
523433;land;NULL;NULL;12260;924;4973;743.9958876;13.44093451
523435;land;NULL;NULL;8176;4973;673;497.697639;20.09252047
523437;land;NULL;NULL;2054;673;6787;124.596981;80.25876645
523439;land;NULL;NULL;356;11100;6176;22.05468744;453.4183505
523441;land;NULL;NULL;5323;11100;6787;323.8562413;30.87789804
523443;land;NULL;NULL;7924;11100;1733;486.6587988;20.54827741
523445;land;NULL;NULL;4345;1733;4059;253.3557424;39.4701928
523447;land;NULL;NULL;3264;4059;3436;187.5979961;53.30547346
523449;land;NULL;NULL;9105;3436;16450;541.689559;18.46075826
523451;land;NULL;NULL;20791;1052;11102;1252.839414;7.981868933
523453;land;NULL;NULL;7300;11101;6077;438.2007701;22.82058974
523455;land;NULL;NULL;1795;11102;11101;113.9310782;87.77236344
523457;land;NULL;NULL;20958;11102;670;1288.490691;7.761018428
523459;land;NULL;NULL;12305;670;7653;747.2199452;13.38294041
523461;land;NULL;NULL;7773;7653;11104;477.6050681;20.93780127
523463;land;NULL;NULL;1032;11104;2141;69.26952717;144.3636244
523465;land;NULL;NULL;746;11104;3125;42.46423336;235.4923005
523467;land;NULL;NULL;3748;2141;1663;248.5355089;40.23569929
523469;land;NULL;NULL;3442;1663;16439;194.8457174;51.32265741
523471;land;NULL;NULL;3033;16441;3125;197.4135729;50.65507833
523473;land;NULL;NULL;2709;16440;4136;175.3626701;57.02467915
523475;land;NULL;NULL;5015;7853;4960;294.4322811;33.96366718
523477;land;NULL;NULL;8649;4960;8297;523.1384321;19.11539926
523479;land;NULL;NULL;3388;8297;1183;202.6321601;49.3505078
523481;land;NULL;NULL;3817;1183;571;240.2714042;41.61960111
523483;land;NULL;NULL;5397;571;4794;332.9111116;30.03804815
523485;land;NULL;NULL;4760;4794;1091;274.590036;36.41792742
523487;land;NULL;NULL;10091;1091;6858;612.3161104;16.33143376
523489;land;NULL;NULL;4312;6858;4529;252.4888298;39.60571249
523491;land;NULL;NULL;2611;4529;3761;158.0000425;63.29112221
523493;land;NULL;NULL;5125;3761;6095;316.9598074;31.54974153
523495;land;NULL;NULL;3511;6095;6698;227.9814977;43.86320864
523497;land;NULL;NULL;6072;6698;8178;382.3080472;26.15691737
523499;land;NULL;NULL;3850;8178;355;222.4615065;44.95159706
523501;land;NULL;NULL;3771;355;6079;251.3666534;39.78252432
523503;land;NULL;NULL;1922;6079;7824;123.0205335;81.28724303
523505;land;NULL;NULL;2168;7824;8838;136.8585815;73.06812543
523507;land;NULL;NULL;1331;8838;3843;79.39040138;125.9598116
523509;land;NULL;NULL;2508;3843;5444;161.5413869;61.90364086
523511;land;NULL;NULL;1701;5444;3445;104.2757273;95.89959481
523513;land;NULL;NULL;3560;3445;5903;212.6423961;47.02731056
523515;land;NULL;NULL;4678;5903;2939;276.1422558;36.21321906
523517;land;NULL;NULL;4666;2939;2350;282.0447015;35.45537267
523519;land;NULL;NULL;3143;2350;568;184.2309408;54.27969894
523521;land;NULL;NULL;7890;568;8746;459.5235995;21.76166798
523523;land;NULL;NULL;2653;8746;11106;156.7726058;63.78665423
523525;land;NULL;NULL;7477;3559;355;455.344575;21.96139045
523527;land;NULL;NULL;3823;1663;5082;229.3687567;43.59791692
523529;land;NULL;NULL;5623;5082;4282;337.5405768;29.62606776
523531;land;NULL;NULL;29862;4282;1487;1777.662484;5.62536482
523533;land;NULL;NULL;2077;1572;8087;122.0721594;81.91876059
523535;land;NULL;NULL;1481;8087;925;84.27424617;118.660213
523537;land;NULL;NULL;1030;925;153;60.91252692;164.1698433
523539;land;NULL;NULL;9543;153;7847;583.3036052;17.14373083
523541;land;NULL;NULL;1078;7847;6101;64.33265926;155.4420432
523543;land;NULL;NULL;4685;6101;7341;280.7037361;35.62474849
523545;land;NULL;NULL;6246;7341;1011;383.809814;26.05457087
523547;land;NULL;NULL;10157;1011;3444;616.7748429;16.21337205
523549;land;NULL;NULL;4592;3444;16425;281.3088443;35.54811803
523551;land;NULL;NULL;20605;8280;5389;1245.066328;8.031700619
523553;land;NULL;NULL;12613;5389;2060;769.000396;13.00389447
523555;land;NULL;NULL;5914;6229;8712;353.3987362;28.29664901
523557;land;NULL;NULL;2536;8712;7771;147.1302564;67.96698546
523559;land;NULL;NULL;6780;7771;6762;408.2320832;24.4958699
523561;land;NULL;NULL;4301;6762;4509;257.0986971;38.89556856
523563;land;NULL;NULL;8730;4509;3984;526.419794;18.99624618
523565;land;NULL;NULL;6627;3984;5427;397.3930251;25.16400482
523567;land;NULL;NULL;12609;5427;7917;758.777557;13.17909301
523569;land;NULL;NULL;4814;7917;6006;301.0976767;33.21181388
523571;land;NULL;NULL;10883;1192;4029;659.8192324;15.15566614
523573;land;NULL;NULL;12286;4029;11133;742.6760056;13.4648217
523575;land;NULL;NULL;11557;11133;5174;698.2805885;14.32089072
523577;land;NULL;NULL;10731;5174;5476;642.1994725;15.57148585
523579;land;NULL;NULL;5069;11133;11132;301.6307954;33.15311352
523581;land;NULL;NULL;19989;6006;5476;1202.954943;8.312863301
523583;land;NULL;NULL;6775;3892;7945;406.1927204;24.61885577
523585;land;NULL;NULL;9579;7945;783;570.864294;17.51729808
523587;land;NULL;NULL;13529;783;5960;816.1974169;12.25193782
523589;land;NULL;NULL;12730;5960;3883;764.130586;13.08676839
523591;land;NULL;NULL;26043;3883;1192;1574.481349;6.351297844
523593;land;NULL;NULL;732;11132;3909;44.33307444;225.565227
523595;land;NULL;NULL;19269;11132;11134;1167.604165;8.564546356
523597;land;NULL;NULL;272;11134;3383;16.85580524;593.2674149
523599;land;NULL;NULL;9051;11134;2370;548.9916733;18.21521252
523601;land;NULL;NULL;18073;2370;7780;1105.348673;9.046919083
523603;land;NULL;NULL;8569;7780;2270;520.4575407;19.21386322
